Incident_Type,Report_taken_date_EST,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,4/16/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2000 BLOCK OF FENWICK STREET NE,5D,506,34
Stop & Frisk,4/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF BARNABY ROAD SE,7D,706,21
Stop & Frisk,4/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF WEST VIRGINIA AVENUE NE,5D,504,32
Stop & Frisk,4/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,6000 BLOCK OF 4TH STREET NW,4D,402,67
Stop & Frisk,4/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 8TH STREET NW,3D,305,21
Stop & Frisk,4/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF PEABODY STREET NW,4D,402,18
Stop & Frisk,4/17/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF PEABODY STREET NW,4D,402,Juvenile
Stop & Frisk,4/17/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1200 BLOCK OF 1ST STREET SW,1D,105,26
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF WILMINGTON PLACE SE,7D,707,25
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 3RD STREET SW,1D,105,Juvenile
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Unknown,1700 BLOCK OF H STREET NE,5D,507,34
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF P STREET SW,1D,105,37
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Unknown,4400 BLOCK OF BENNING ROAD NE,6D,603,27
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF OATES STREET NE,5D,505,38
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Hispanic Or Latino,1900 BLOCK OF 7TH STREET NW,3D,306,23
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF GEORGIA AVENUE NW,4D,409,19
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3500 BLOCK OF GEORGIA AVENUE NW,4D,409,Juvenile
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF SAVANNAH STREET SE,7D,705,56
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Unknown,200 BLOCK OF SAVANNAH STREET SE,7D,705,Unknown
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1900 BLOCK OF 18TH STREET SE,6D,606,Juvenile
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF ILLINOIS AVENUE NW,4D,403,Juvenile
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF P STREET NW,5D,501,43
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF PARKLAND PLACE SE,7D,707,25
Stop & Frisk,4/18/2017,2017,Person,Black,Female,Not Hispanic Or Latino,4200 BLOCK OF LANE PLACE NE,6D,601,19
Stop & Frisk,4/18/2017,2017,Person,Black,Female,Not Hispanic Or Latino,4200 BLOCK OF LANE PLACE NE,6D,601,20
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Unknown,4200 BLOCK OF LANE PLACE NE,6D,601,20
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF LANE PLACE NE,6D,601,22
Stop & Frisk,4/18/2017,2017,Person,Unknown,Male,Unknown,1200 BLOCK OF SUMNER ROAD SE,7D,703,18
Stop & Frisk,4/18/2017,2017,Person,Black,Male,Unknown,3700 MINNE,6D,603,53
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF L STREET SE,1D,106,47
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF K STREET NW,2D,207,55
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF 3RD STREET SE,7D,708,18
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4900 BLOCK OF AYERS PLACE SE,6D,604,25
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF F STREET NW,1D,102,20
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF RAUM STREET NE,5D,506,26
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF OTIS PLACE NW,4D,409,24
Stop & Frisk,4/19/2017,2017,Person,Black,Female,Not Hispanic Or Latino,600 BLOCK OF OTIS PLACE NW,4D,409,31
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Unknown,3700 BLOCK OF MINNESOTA AVENUE NE,6D,603,25
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF LONGFELLOW STREET NW,4D,403,Juvenile
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Unknown,3700 BLOCK OF 10TH STREET NW,4D,404,18
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF 15TH STREET NE,5D,506,54
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Unknown,100 BLOCK OF P STREET SW,1D,105,37
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,25
Stop & Frisk,4/19/2017,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,26
Stop & Frisk,4/19/2017,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,32
Stop & Frisk,4/19/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,55
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF IRIS STREET NW,4D,401,56
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Unknown,2500 BLOCK OF GOOD HOPE ROAD SE,6D,606,54
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF 1ST PLACE NW,1D,103,Juvenile
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 3RD STREET SW,1D,105,Juvenile
Stop & Frisk,4/19/2017,2017,Person,Black,Male,Unknown,3000 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7D,705,Juvenile
Stop & Frisk,4/20/2017,2017,Person,White,Male,Not Hispanic Or Latino,800 BLOCK OF F STREET NW,1D,102,65
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF GALLAUDET STREET NE,5D,506,34
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF NEW YORK AVENUE NW,5D,501,29
Stop & Frisk,4/20/2017,2017,Person,Black,Female,Unknown,2500 BLOCK OF WATERSIDE DRIVE NW,2D,208,21
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Unknown,1900 BLOCK OF 17TH STREET SE,7D,701,18
Stop & Frisk,4/20/2017,2017,Person,Black,Female,Not Hispanic Or Latino,900 BLOCK OF E STREET NW,1D,101,31
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF MADISON STREET NW,4D,403,24
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF MADISON STREET NW,4D,403,74
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Unknown,5200 BLOCK OF CLOUD PLACE NE,6D,608,26
Stop & Frisk,4/20/2017,2017,Person,Black,Male,Unknown,2700 BLOCK OF DOUGLAS PLACE SE,7D,703,Juvenile
Stop & Frisk,4/20/2017,2017,Person,White,Male,Not Hispanic Or Latino,3200 BLOCK OF M STREET NW,2D,206,23
Stop & Frisk,4/21/2017,2017,Person,Black,Female,Not Hispanic Or Latino,900 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,38
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,107,18
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,107,19
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF M STREET SE,1D,107,Juvenile
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,18
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,19
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Unknown,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,Juvenile
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3100 BLOCK OF PENNSYLVANIA AVENUE SE,6D,605,Juvenile
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF CONNECTICUT AVENUE NW,2D,208,28
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF POTOMAC AVENUE SE,1D,106,Juvenile
Stop & Frisk,4/21/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,4/21/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,18
Stop & Frisk,4/21/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Juvenile
Stop & Frisk,4/21/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1400 BLOCK OF COLUMBIA ROAD NW,3D,302,Juvenile
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF RIDGE ROAD SE,6D,603,21
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF 6TH STREET SW,1D,105,39
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF CEDAR STREET SE,7D,701,22
Stop & Frisk,4/21/2017,2017,Person,Black,Male,Unknown,4900 BLOCK OF SOUTH DAKOTA AVENUE NE,4D,405,20
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,3500 BLOCK OF AMES STREET NE,6D,603,23
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,3500 BLOCK OF AMES STREET NE,6D,603,27
Stop & Frisk,4/22/2017,2017,Person,White,Female,Hispanic Or Latino,900 BLOCK OF U STREET NW,3D,305,Unknown
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,2100 BLOCK OF QUEENS CHAPEL ROAD NE,5D,503,20
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,2100 BLOCK OF QUEENS CHAPEL ROAD NE,5D,503,26
Stop & Frisk,4/22/2017,2017,Person,Black,Female,Not Hispanic Or Latino,5500 BLOCK OF 5TH STREET NW,4D,403,53
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF 5TH STREET NW,4D,403,55
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,600 BLOCK OF PENNSYLVANIA AVENUE SE,1D,107,47
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF CONSTITUTION AVENUE NW,1D,101,49
Stop & Frisk,4/22/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1300 BLOCK OF DOWNING PLACE NE,5D,505,44
Stop & Frisk,4/22/2017,2017,Person,Black,Female,Not Hispanic Or Latino,700 BLOCK OF 7TH STREET NW,1D,102,26
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 7TH STREET NW,1D,102,26
Stop & Frisk,4/22/2017,2017,Person,Black,Female,Unknown,1100 BLOCK OF RAUM STREET NE,5D,506,25
Stop & Frisk,4/22/2017,2017,Person,Black,Male,Unknown,1500 BLOCK OF MONTANA AVENUE NE,5D,505,26
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF INGRAHAM STREET NW,4D,403,22
Stop & Frisk,4/23/2017,2017,Person,White,Male,Hispanic Or Latino,700 BLOCK OF INGRAHAM STREET NW,4D,403,23
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF INGRAHAM STREET NW,4D,403,24
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2400 BLOCK OF 18TH STREET NW,3D,303,30
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 6TH STREET SE,7D,708,Juvenile
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Unknown,4200 BLOCK OF 6TH STREET SE,7D,708,Juvenile
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Unknown,2800 BLOCK OF 28TH STREET SE,7D,704,Unknown
Stop & Frisk,4/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF BIRNEY PLACE SE,7D,703,24
Stop & Frisk,4/24/2017,2017,Person,Black,Male,Unknown,3400 BLOCK OF ALABAMA AVENUE SE,6D,606,26
Stop & Frisk,4/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,100 BLOCK OF U STREET NE,5D,502,22
Stop & Frisk,4/24/2017,2017,Person,Black,Male,Unknown,5200 BLOCK OF D STREET SE,6D,604,18
Stop & Frisk,4/24/2017,2017,Person,Black,Male,Unknown,5200 BLOCK OF D STREET SE,6D,604,21
Stop & Frisk,4/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,6300 BLOCK OF GEORGIA AVENUE NW,4D,402,27
Stop & Frisk,4/25/2017,2017,Person,Black,Male,Unknown,500 BLOCK OF INDIANA AVENUE NW,1D,102,Juvenile
Stop & Frisk,4/25/2017,2017,Person,Black,Female,Unknown,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,68
Stop & Frisk,4/25/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1700 BLOCK OF 32ND STREET NW,2D,206,45
Stop & Frisk,4/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF RHODE ISLAND AVENUE NE,5D,505,Juvenile
Stop & Frisk,4/26/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF U STREET NW,3D,305,27
Stop & Frisk,4/26/2017,2017,Person,White,Male,Hispanic Or Latino,5700 BLOCK OF 9TH STREET NW,4D,403,27
Stop & Frisk,4/26/2017,2017,Person,Black,Female,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,23
Stop & Frisk,4/26/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NW,1D,102,20
Stop & Frisk,4/26/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF H STREET NW,1D,102,21
Stop & Frisk,4/26/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4200 BLOCK OF 7TH STREET SE,7D,706,Juvenile
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,300 BLOCK OF HAWAII AVENUE NE,4D,405,20
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF I STREET NE,5D,507,41
Stop & Frisk,4/27/2017,2017,Person,White,Male,Unknown,1600 BLOCK OF 35TH STREET NW,2D,206,55
Stop & Frisk,4/27/2017,2017,Person,White,Male,Unknown,1000 BLOCK OF 33RD STREET NW,2D,206,33
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF MONTAGUE STREET NW,4D,403,Juvenile
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Unknown,1400 BLOCK OF MONTAGUE STREET NW,4D,403,Juvenile
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1200 BLOCK OF HOWISON PLACE SW,1D,105,26
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF EASTERN AVENUE NE,6D,608,24
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF HOLBROOK TERRACE NE,5D,506,49
Stop & Frisk,4/27/2017,2017,Person,White,Male,Not Hispanic Or Latino,1600 BLOCK OF M STREET NW,2D,208,25
Stop & Frisk,4/27/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF QUEEN STREET NE,5D,506,44
Stop & Frisk,4/28/2017,2017,Person,Unknown,Male,Unknown,2600 BLOCK OF UNIVERSITY PLACE NW,3D,302,23
Stop & Frisk,4/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2700 BLOCK OF DOUGLAS PLACE SE,7D,703,Unknown
Stop & Frisk,4/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF FLORIDA AVENUE NW,5D,501,57
Stop & Frisk,4/28/2017,2017,Person,White,Male,Not Hispanic Or Latino,2000 BLOCK OF 18TH STREET NW,3D,303,36
Stop & Frisk,4/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,4300 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,6D,606,37
Stop & Frisk,4/28/2017,2017,Person,Black,Male,Unknown,3500 BLOCK OF 6TH STREET SE,7D,705,32
Stop & Frisk,4/28/2017,2017,Person,White,Female,Not Hispanic Or Latino,1300 BLOCK OF QUEEN STREET NE,5D,506,35
Stop & Frisk,4/28/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF QUEEN STREET NE,5D,506,58
Stop & Frisk,4/28/2017,2017,Person,White,Male,Unknown,1900 BLOCK OF BILTMORE STREET NW,3D,303,Juvenile
Stop & Frisk,4/28/2017,2017,Person,White,Male,Hispanic Or Latino,1900 BLOCK OF BILTMORE STREET NW,3D,303,Juvenile
Stop & Frisk,4/28/2017,2017,Person,White,Male,Hispanic Or Latino,1900 BLOCK OF BILTMORE STREET NW,3D,303,Juvenile
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3300 BLOCK OF GEORGIA AVENUE NW,3D,302,29
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,18
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF WISCONSIN AVENUE NW,2D,206,22
Stop & Frisk,4/29/2017,2017,Person,Black,Female,Unknown,2900 BLOCK OF NELSON PLACE SE,6D,605,40
Stop & Frisk,4/29/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2900 BLOCK OF NELSON PLACE SE,6D,605,Unknown
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2900 BLOCK OF M PLACE SE,6D,605,44
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,27
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,28
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF VAN BUREN STREET NW,4D,402,29
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,32
Stop & Frisk,4/29/2017,2017,Person,White,Male,Not Hispanic Or Latino,1300 BLOCK OF VAN BUREN STREET NW,4D,402,32
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF U STREET NW,3D,305,37
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Unknown,4300 BLOCK OF SOUTH CAPITOL STREET SE,7D,706,60
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF G STREET NE,1D,108,34
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF WASHINGTON PLACE NE,5D,505,25
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,105,19
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,200 BLOCK OF N STREET SW,1D,105,22
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF 46TH PLACE SE,6D,604,19
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF HANOVER PLACE NW,5D,501,54
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF HARVARD STREET NW,3D,303,Juvenile
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1800 BLOCK OF HARVARD STREET NW,3D,303,Juvenile
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1600 BLOCK OF FORT DAVIS PLACE SE,6D,605,25
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF ANACOSTIA ROAD NE,6D,603,22
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1500 BLOCK OF BENNING ROAD NE,5D,507,34
Stop & Frisk,4/29/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF M STREET NW,2D,208,34
Stop & Frisk,4/29/2017,2017,Person,White,Male,Unknown,2200 BLOCK OF M STREET NW,2D,208,35
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5200 BLOCK OF GEORGIA AVENUE NW,4D,403,25
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Unknown,5200 BLOCK OF GEORGIA AVENUE NW,4D,403,33
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Unknown,4500 BLOCK OF TEXAS AVENUE SE,6D,603,21
Stop & Frisk,4/30/2017,2017,Person,Unknown,Female,Unknown,1800 BLOCK OF M STREET NW,2D,207,34
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Unknown,4300 BLOCK OF 3RD STREET SE,7D,708,Unknown
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3200 BLOCK OF 17TH STREET NW,4D,408,31
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Unknown,2900 BLOCK OF 30TH STREET SE,7D,701,31
Stop & Frisk,4/30/2017,2017,Person,Black,Female,Not Hispanic Or Latino,2900 BLOCK OF 30TH STREET SE,7D,701,32
Stop & Frisk,4/30/2017,2017,Person,Black,Male,Hispanic Or Latino,900 BLOCK OF SHEPHERD STREET NW,4D,404,40
Stop & Frisk,5/1/2017,2017,Person,White,Male,Hispanic Or Latino,2300 BLOCK OF GEORGIA AVENUE NW,3D,305,38
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Unknown,400 BLOCK OF NEWCOMB STREET SE,7D,707,47
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,21
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3700 BLOCK OF GEORGIA AVENUE NW,4D,404,41
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2300 BLOCK OF GOOD HOPE ROAD SE,7D,701,Juvenile
Stop & Frisk,5/1/2017,2017,Person,White,Male,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,21
Stop & Frisk,5/1/2017,2017,Person,White,Female,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,26
Stop & Frisk,5/1/2017,2017,Person,Unknown,Male,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,27
Stop & Frisk,5/1/2017,2017,Person,White,Male,Unknown,500 BLOCK OF 14TH STREET NW,1D,101,30
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 11TH STREET SE,1D,106,34
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,26
Stop & Frisk,5/1/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1100 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,41
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2100 BLOCK OF M STREET NE,5D,505,30
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,22
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,24
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,27
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF CONGRESS STREET SE,7D,705,35
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF H STREET NE,1D,104,32
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF BLADENSBURG ROAD NE,5D,506,37
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,5500 BLOCK OF SOUTH DAKOTA AVENUE NE,4D,406,23
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Unknown,1100 BLOCK OF FLORIDA AVENUE NE,5D,507,38
Stop & Frisk,5/2/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2200 BLOCK OF ALABAMA AVENUE SE,7D,704,27
Stop & Frisk,5/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF 21ST STREET NE,5D,507,54
Stop & Frisk,5/3/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF MALCOLM X AVENUE SE,7D,705,56
Stop & Frisk,5/3/2017,2017,Person,White,Male,Hispanic Or Latino,1200 BLOCK OF MISSOURI AVENUE NW,4D,402,21
Stop & Frisk,5/4/2017,2017,Person,Black,Male,Unknown,2400 BLOCK OF 18TH STREET NW,3D,303,35
Stop & Frisk,5/4/2017,2017,Person,Asian,Female,Not Hispanic Or Latino,4800 BLOCK OF NEBRASKA AVENUE NW,2D,202,67
Stop & Frisk,5/4/2017,2017,Person,Black,Male,Unknown,2600 BLOCK OF DOUGLASS ROAD SE,7D,703,26
Stop & Frisk,5/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF KENNEDY STREET NW,4D,403,22
Stop & Frisk,5/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,600 BLOCK OF KENNEDY STREET NW,4D,403,26
Stop & Frisk,5/4/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF SHERIDAN ROAD SE,7D,703,Unknown
Stop & Frisk,5/4/2017,2017,Person,White,Male,Hispanic Or Latino,1300 BLOCK OF FORT STEVENS DRIVE NW,4D,402,18
