Incident_Type,Report_taken_date_EST,Year,Data Type,Subject_Race,Subject_Sex,Subject_Ethnicity,Block Address,Incident Location District,Incident Location PSA,Age
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,Juvenile
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,500 BLOCK OF RIGGS ROAD NE,4D,406,Juvenile
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Unknown,500 BLOCK OF RIGGS ROAD NE,4D,406,Juvenile
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Unknown,300 BLOCK OF F STREET NE,1D,104,37
Stop & Frisk,10/21/2017,2017,Person,Unknown,Male,Not Hispanic Or Latino,1000 BLOCK OF WISCONSIN AVENUE NW,2D,206,34
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1300 BLOCK OF 2ND STREET NE,5D,501,27
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF OGLETHORPE STREET NE,4D,406,Juvenile
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,800 BLOCK OF OGLETHORPE STREET NE,4D,406,Juvenile
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF OGLETHORPE STREET NE,4D,406,Juvenile
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF OGLETHORPE STREET NE,4D,406,Unknown
Stop & Frisk,10/21/2017,2017,Person,Unknown,Female,Unknown,6000 BLOCK OF GEORGIA AVENUE NW,4D,402,53
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1400 BLOCK OF OAK STREET NW,4D,409,Unknown
Stop & Frisk,10/21/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2600 BLOCK OF GEORGIA AVENUE NW,3D,304,39
Stop & Frisk,10/21/2017,2017,Person,Unknown,Male,Hispanic Or Latino,3000 BLOCK OF 15TH STREET NW,3D,302,19
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF L PLACE NW,1D,103,20
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF L PLACE NW,1D,103,24
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,3100 BLOCK OF V STREET NE,5D,503,25
Stop & Frisk,10/22/2017,2017,Person,Unknown,Male,Hispanic Or Latino,1800 BLOCK OF COLUMBIA ROAD NW,3D,303,23
Stop & Frisk,10/22/2017,2017,Person,White,Male,Not Hispanic Or Latino,2800 BLOCK OF 13TH STREET NW,3D,304,29
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,2600 BLOCK OF 14TH STREET NW,3D,304,30
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,2000 BLOCK OF 14TH STREET NW,3D,305,42
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,900 BLOCK OF U STREET NW,3D,308,24
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,800 BLOCK OF QUINCY STREET NW,4D,404,Unknown
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,1000 BLOCK OF BLADENSBURG ROAD NE,5D,506,28
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,3000 BLOCK OF GEORGIA AVENUE NW,3D,302,40
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,700 BLOCK OF 26TH STREET NE,5D,507,19
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,700 BLOCK OF 26TH STREET NE,5D,507,Juvenile
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF NEW YORK AVENUE NW,1D,107,39
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Unknown,UNIT BLOCK OF NEW YORK AVENUE NW,1D,107,51
Stop & Frisk,10/22/2017,2017,Person,Black,Male,Not Hispanic Or Latino,UNIT BLOCK OF NEW YORK AVENUE NW,1D,107,56
Stop & Frisk,10/23/2017,2017,Person,Black,Female,Not Hispanic Or Latino,700 BLOCK OF KEARNY STREET NE,5D,502,Juvenile
Stop & Frisk,10/23/2017,2017,Person,Black,Female,Not Hispanic Or Latino,700 BLOCK OF KEARNY STREET NE,5D,502,Unknown
Stop & Frisk,10/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2100 BLOCK OF ALABAMA AVENUE SE,7D,704,28
Stop & Frisk,10/23/2017,2017,Person,Black,Male,Unknown,2100 BLOCK OF ALABAMA AVENUE SE,7D,704,28
Stop & Frisk,10/23/2017,2017,Person,Black,Male,Unknown,2100 BLOCK OF ALABAMA AVENUE SE,7D,704,31
Stop & Frisk,10/23/2017,2017,Person,Black,Male,Not Hispanic Or Latino,2500 BLOCK OF POMEROY ROAD SE,7D,703,23
Stop & Frisk,10/23/2017,2017,Person,Black,Male,Unknown,1300 BLOCK OF 2ND STREET NE,5D,501,Juvenile
Stop & Frisk,10/23/2017,2017,Person,Black,Male,Unknown,1200 BLOCK OF MOUNT OLIVET ROAD NE,5D,506,Juvenile
Stop & Frisk,10/24/2017,2017,Person,Black,Male,Not Hispanic Or Latino,900 BLOCK OF DIVISION AVENUE NE,6D,608,39
Stop & Frisk,10/24/2017,2017,Person,Black,Male,Unknown,3700 BLOCK OF 14TH STREET NW,4D,404,35
